station_id,station_name,datetime_utc,year,month,cycle,profile_id,subset_index,latitude_deg,longitude_deg,data_status,data_status_reason,level_index,SEQ,VSIG,vertical_significance_code,replication_index,PRES,pressure_hpa,GEOPOT,geopotential_m2s2,height_010009_m,height_007007_m,height_bufr_m,height_phi_m,FLVL,geopotential_height_m,height_m,height_msl_m,height_agl_m,height_obs_m,height_interp_m,height_baro_m,height_source,AIR,air_temperature_c,temperature_c,DEW-,dew_point_temperature_c,REL,relative_humidity_percent,WIND,wind_direction_deg,WIND.1,wind_speed,source_file,qc_flag
31004,Aldan,1999-01-01T00:00:00Z,1999,1,00,31004_19990101_0000_00,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-27.7,-27.7,-27.7,,,,,,,,,gdas.adpupa.t00z.19990101.bufr,
31004,Aldan,1999-01-01T00:00:00Z,1999,1,00,31004_19990101_0000_00,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-26.7,-26.7,-26.7,,,,,,,,,gdas.adpupa.t00z.19990101.bufr,
31004,Aldan,1999-01-01T00:00:00Z,1999,1,00,31004_19990101_0000_00,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-24.7,-24.7,-24.7,,,,,,,,,gdas.adpupa.t00z.19990101.bufr,
31004,Aldan,1999-01-01T00:00:00Z,1999,1,00,31004_19990101_0000_00,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-26.7,-26.7,-26.7,,,,,,,,,gdas.adpupa.t00z.19990101.bufr,
31004,Aldan,1999-01-01T00:00:00Z,1999,1,00,31004_19990101_0000_00,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-29.7,-29.7,-29.7,,,,,,,,,gdas.adpupa.t00z.19990101.bufr,
31004,Aldan,1999-01-01T00:00:00Z,1999,1,00,31004_19990101_0000_00,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-33.7,-33.7,-33.7,,,,,,,,,gdas.adpupa.t00z.19990101.bufr,
31004,Aldan,1999-01-01T12:00:00Z,1999,1,12,31004_19990101_1200_12,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-27.7,-27.7,-27.7,,,,,,,,,gdas.adpupa.t12z.19990101.bufr,
31004,Aldan,1999-01-01T12:00:00Z,1999,1,12,31004_19990101_1200_12,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-26.7,-26.7,-26.7,,,,,,,,,gdas.adpupa.t12z.19990101.bufr,
31004,Aldan,1999-01-01T12:00:00Z,1999,1,12,31004_19990101_1200_12,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-24.7,-24.7,-24.7,,,,,,,,,gdas.adpupa.t12z.19990101.bufr,
31004,Aldan,1999-01-01T12:00:00Z,1999,1,12,31004_19990101_1200_12,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-26.7,-26.7,-26.7,,,,,,,,,gdas.adpupa.t12z.19990101.bufr,
31004,Aldan,1999-01-01T12:00:00Z,1999,1,12,31004_19990101_1200_12,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-29.7,-29.7,-29.7,,,,,,,,,gdas.adpupa.t12z.19990101.bufr,
31004,Aldan,1999-01-01T12:00:00Z,1999,1,12,31004_19990101_1200_12,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-33.7,-33.7,-33.7,,,,,,,,,gdas.adpupa.t12z.19990101.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-27.4,-27.4,-27.4,,,,,,,,,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-26.4,-26.4,-26.4,,,,,,,,,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-24.4,-24.4,-24.4,,,,,,,,,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-26.4,-26.4,-26.4,,,,,,,,,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-29.4,-29.4,-29.4,,,,,,,,,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-33.4,-33.4,-33.4,,,,,,,,,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-27.4,-27.4,-27.4,,,,,,,,,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-26.4,-26.4,-26.4,,,,,,,,,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-24.4,-24.4,-24.4,,,,,,,,,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-26.4,-26.4,-26.4,,,,,,,,,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-29.4,-29.4,-29.4,,,,,,,,,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-33.4,-33.4,-33.4,,,,,,,,,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-27.1,-27.1,-27.1,,,,,,,,,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-26.1,-26.1,-26.1,,,,,,,,,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-24.1,-24.1,-24.1,,,,,,,,,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-26.1,-26.1,-26.1,,,,,,,,,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-29.1,-29.1,-29.1,,,,,,,,,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-33.1,-33.1,-33.1,,,,,,,,,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-27.1,-27.1,-27.1,,,,,,,,,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-26.1,-26.1,-26.1,,,,,,,,,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-24.1,-24.1,-24.1,,,,,,,,,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-26.1,-26.1,-26.1,,,,,,,,,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-29.1,-29.1,-29.1,,,,,,,,,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-33.1,-33.1,-33.1,,,,,,,,,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-26.8,-26.8,-26.8,,,,,,,,,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-25.8,-25.8,-25.8,,,,,,,,,gdas.adpupa.t00z.19990104.bufr,
